数据文件：traffic.data
分析周期：10 s


>>>>> 时间段：2018-07-10 02:52:22 --> 2018-07-10 02:52:32
----------------------
UDP数据包个数：	342
UDP数据流量：	9841 bytes
----------------------
TCP连接个数：	37
TCP数据包个数：	1224
TCP数据总流量：	429858 bytes
TCP数据上传量：	80035 bytes
TCP数据下载量：	349823 bytes
-----------------------
10.164.1.138	33872	==>	101.201.170.152	443	上传包数量：2	下载包数量：2	upload：40 bytes	download：438 bytes	
10.164.1.138	54206	==>	220.195.22.129	443	上传包数量：6	下载包数量：1	upload：350 bytes	download：66 bytes	
10.164.1.138	43216	==>	111.47.214.131	443	上传包数量：6	下载包数量：1	upload：422 bytes	download：78 bytes	
10.164.1.138	59918	==>	111.47.214.136	443	上传包数量：6	下载包数量：2	upload：422 bytes	download：110 bytes	
10.164.1.138	59896	==>	111.47.214.136	443	上传包数量：7	下载包数量：2	upload：500 bytes	download：110 bytes	
101.201.170.152	443	==>	10.164.1.138	33878	上传包数量：2	下载包数量：4	upload：298 bytes	download：111 bytes	


>>>>> 时间段：2018-07-10 02:52:42 --> 2018-07-10 02:52:52
----------------------
UDP数据包个数：	162
UDP数据流量：	5092 bytes
----------------------
TCP连接个数：	60
TCP数据包个数：	710
TCP数据总流量：	62645 bytes
TCP数据上传量：	33659 bytes
TCP数据下载量：	28986 bytes
-----------------------
10.164.1.138	34306	==>	183.232.231.117	443	上传包数量：11	下载包数量：6	upload：232 bytes	download：182 bytes	
183.232.231.117	443	==>	10.164.1.138	34332	上传包数量：4	下载包数量：4	upload：166 bytes	download：80 bytes	
10.164.1.138	34318	==>	183.232.231.117	443	上传包数量：10	下载包数量：7	upload：212 bytes	download：202 bytes	
183.232.231.117	443	==>	10.164.1.138	34334	上传包数量：6	下载包数量：5	upload：194 bytes	download：100 bytes	
10.164.1.138	34324	==>	183.232.231.117	443	上传包数量：3	下载包数量：5	upload：84 bytes	download：131 bytes	
10.164.1.138	54206	==>	101.201.173.115	443	上传包数量：5	下载包数量：4	upload：112 bytes	download：128 bytes	
10.164.1.138	52418	==>	111.13.105.104	443	上传包数量：3	下载包数量：2	upload：60 bytes	download：40 bytes	
10.164.1.138	52420	==>	111.13.105.104	443	上传包数量：3	下载包数量：2	upload：60 bytes	download：40 bytes	
10.164.1.138	60928	==>	111.13.100.92	443	上传包数量：4	下载包数量：2	upload：80 bytes	download：40 bytes	
111.13.100.92	443	==>	10.164.1.138	60932	上传包数量：10	下载包数量：13	upload：14720 bytes	download：371 bytes	
10.164.1.138	35206	==>	222.22.29.95	443	上传包数量：7	下载包数量：6	upload：302 bytes	download：316 bytes	
10.164.1.138	54656	==>	111.13.100.91	443	上传包数量：5	下载包数量：2	upload：100 bytes	download：40 bytes	
10.164.1.138	37166	==>	183.232.231.65	443	上传包数量：9	下载包数量：4	upload：180 bytes	download：80 bytes	
10.164.1.138	39622	==>	222.24.122.79	443	上传包数量：9	下载包数量：4	upload：180 bytes	download：80 bytes	
111.48.60.48	443	==>	10.164.1.138	55078	上传包数量：6	下载包数量：3	upload：144 bytes	download：60 bytes	
10.164.1.138	55026	==>	111.48.60.48	443	上传包数量：4	下载包数量：2	upload：80 bytes	download：40 bytes	
10.164.1.138	55052	==>	111.48.60.48	443	上传包数量：4	下载包数量：3	upload：80 bytes	download：60 bytes	
10.164.1.138	55034	==>	111.48.60.48	443	上传包数量：4	下载包数量：2	upload：80 bytes	download：40 bytes	
10.164.1.138	55064	==>	111.48.60.48	443	上传包数量：7	下载包数量：10	upload：171 bytes	download：212 bytes	
111.48.60.48	443	==>	10.164.1.138	55068	上传包数量：7	下载包数量：6	upload：152 bytes	download：120 bytes	
10.164.1.138	55040	==>	111.48.60.48	443	上传包数量：4	下载包数量：3	upload：80 bytes	download：60 bytes	
10.164.1.138	55054	==>	111.48.60.48	443	上传包数量：4	下载包数量：3	upload：80 bytes	download：60 bytes	
222.199.191.49	443	==>	10.164.1.138	39212	上传包数量：2	下载包数量：2	upload：40 bytes	download：40 bytes	
140.143.49.61	443	==>	10.164.1.138	56176	上传包数量：12	下载包数量：9	upload：2041 bytes	download：462 bytes	
10.164.1.138	45478	==>	222.199.191.34	443	上传包数量：3	下载包数量：1	upload：60 bytes	download：20 bytes	
10.164.1.138	56848	==>	117.122.217.19	443	上传包数量：4	下载包数量：4	upload：80 bytes	download：80 bytes	
10.164.1.138	56770	==>	117.122.217.19	443	上传包数量：4	下载包数量：3	upload：80 bytes	download：60 bytes	
10.164.1.138	56850	==>	117.122.217.19	443	上传包数量：4	下载包数量：4	upload：80 bytes	download：80 bytes	
10.164.1.138	53846	==>	112.34.111.26	443	上传包数量：12	下载包数量：9	upload：1380 bytes	download：575 bytes	
23.15.155.27	80	==>	10.164.1.138	53508	上传包数量：3	下载包数量：1	upload：120 bytes	download：32 bytes	
23.15.155.27	80	==>	10.164.1.138	53506	上传包数量：3	下载包数量：1	upload：120 bytes	download：32 bytes	
112.34.111.26	443	==>	10.164.1.138	53848	上传包数量：6	下载包数量：6	upload：1053 bytes	download：120 bytes	
10.164.1.138	53500	==>	23.15.155.27	80	上传包数量：4	下载包数量：2	upload：128 bytes	download：64 bytes	
10.164.1.138	50296	==>	121.194.7.6	443	上传包数量：7	下载包数量：6	upload：348 bytes	download：294 bytes	
10.164.1.138	56576	==>	61.135.248.12	443	上传包数量：12	下载包数量：7	upload：300 bytes	download：317 bytes	
10.164.1.138	55180	==>	58.27.86.10	80	上传包数量：2	下载包数量：0	upload：80 bytes	download：0 bytes	
10.164.1.138	55004	==>	58.27.86.10	80	上传包数量：5	下载包数量：5	upload：112 bytes	download：952 bytes	
10.164.1.138	55182	==>	58.27.86.10	80	上传包数量：2	下载包数量：0	upload：80 bytes	download：0 bytes	
10.164.1.138	47444	==>	221.181.72.244	443	上传包数量：4	下载包数量：2	upload：80 bytes	download：40 bytes	
10.164.1.138	47442	==>	221.181.72.244	443	上传包数量：3	下载包数量：2	upload：60 bytes	download：40 bytes	
10.164.1.138	41650	==>	47.95.47.253	443	上传包数量：14	下载包数量：18	upload：1764 bytes	download：19376 bytes	
10.164.1.138	59858	==>	223.111.101.228	443	上传包数量：6	下载包数量：6	upload：282 bytes	download：294 bytes	
10.164.1.138	52272	==>	183.213.20.235	443	上传包数量：7	下载包数量：10	upload：302 bytes	download：444 bytes	
10.164.1.138	32952	==>	101.201.173.208	443	上传包数量：9	下载包数量：4	upload：180 bytes	download：80 bytes	
10.164.1.138	47396	==>	61.54.85.217	443	上传包数量：6	下载包数量：5	upload：151 bytes	download：255 bytes	
10.164.1.138	34388	==>	183.232.231.200	443	上传包数量：4	下载包数量：3	upload：80 bytes	download：60 bytes	
